FID,depno,distrito_minero,nombres,modelo,cod_modelo,tamaño,edad_inf_min,edad_sup_min,estilo_min,asoc_min,alt_hidrotermal,unid_estrati_caja,lito_caja,edad_inf_caja,edad_sup_caja,recursos_min,ley_min,commodity,ficha,etiqueta,geometry
e250K.DepositMetalif.17624,266,El Guaico,Garibaldi-Garibaldi Chica,06j Pb-Zn-Ag-Cu,6j,,,,vetiforme,galena | esfalerita | tetraedrita | enargita | arsenopirita,sericita | pirítica,Formación Tuclame,gneis,,,,,Pb | Ag | Zn,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp266.html,Garibaldi,POINT (-65.21969999999993 -30.964399999999955)
e250K.DepositMetalif.18507,5030,Sierra de Yulto,La Frede | Señorita Frede,08f Volcanogénico (W),8f,desconocido,,,irregular,scheelita,,Complejo Metamórfico Conlara,rocas calcosilicáticas,,,"400 tonelada métrica, mineral, indicada",,W,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp5030.html,La Frede ,POINT (-65.49999999999994 -33.28329999999994)
e250K.DepositMetalif.17802,445,,Río Diamante | Las Picazas,14c Polimetálicos simples (Pb-Zn-Ag (+-Au-Ba)),14c,pequeño,,,vetiforme,galena argentífera | esfalerita | arsenopirita,sericita,Formación La Horqueta,esquisto,,,"1.67402 millones de toneladas métricas, mena, recurso medido",Pb 8.5 % | Zn 8 % | Ag 196 g/t,Pb | Ag | Zn,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp445.html,Río Diamante ,POINT (-68.8266999999999 -34.56059999999991)
e250K.DepositMetalif.17980,3391,Paso de Indios,Stella Maris,07e Polimetálico complejo (Pb-Ag-Zn-Cu (±Au±Sb±Bi±W),7e,desconocida,,,vetas | diseminada,galena | esfalerita | pirrotina | tetraedrita | tennantita | oro | hematita | calcopirita | marcasita,silicificación | carbonática | argílica | pirítica,Formación Lonco Trapial,rocas volcánicas intermedias,,,,,Pb | Zn | Ag | Cu,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3391.html,Stella Maris,POINT (-69.4380999999999 -43.55419999999992)
e250K.DepositMetalif.17275,2148,,Cajón de los Oscuros,05d Skarn ferrífero (Fe),5d,ocurrencia,,,vetiforme,magnetita | pirita | hematita | limonitas | malaquita,,Formación Auquilco,yeso,,,,,Fe,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp2148.html,Cajón de los Oscuros,POINT (-70.19719999999995 -35.247499999999945)
e250K.DepositMetalif.17973,3166,,Las Águilas,01c Ni-Cu asociados a tholeitas (Ni-Cu-PGE±Cr)),1c,ocurrencia,Ordovícico,Ordovícico,diseminada | masiva,pirrotina | pentlandita | calcopirita | pirita | cromita | sulfuros de Fe-Ni-Co | minerales del grupo del Pt | malaquita | tenorita | annabergita | eritrina | marcasita | bravoíta | violarita | limonitas,serpentinización | pirítica,Grupo Las Águilas,suite máfica-ultramáfica,,,,Ni 0.51 % media | Cu 0.5 % media | Co 0.035 % media | Pt 2 g/t (máximo) | Pd 0.75 g/t (máximo),Ni | Cu | Co | Pt,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3166.html,Las Águilas,POINT (-66.12499999999994 -33.133299999999906)
e250K.DepositMetalif.21190,24788,El Aguilar,Oriental,08d SEDEX(Zn-Pb-Ba-Ag),8d,,Ordovícico inferior,Ordovícico medio,sEDEX Pb-Zn-Ag,galena | marmatita | pirrotina,,,cuarcita,,,,,Pb | Zn,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp24788.html,Oriental,POINT (-65.7118999999999 -23.192899999999952)
e250K.DepositMetalif.18151,3070,Los Colorados,Aguas Amargas,09a Cu sedimentario (Cu-Ag),9a,desconocida,,,lentiforme,calcosina | malaquita | azurita | crisocola | covellina | limonita | pirita,decoloración,Formación Geste,limoarenicas,,,,Cu 6.5 % (máximo),Cu,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3070.html,Aguas Amargas,POINT (-66.90359999999993 -24.684899999999914)
e250K.DepositMetalif.17904,552,,Aviles,07e Polimetálico complejo (Pb-Ag-Zn-Cu (±Au±Sb±Bi±W),7e,,Jurásico,Jurásico,vetifome,galena,,Formación Río Lácteo,rocas metamórficas no clasificadas,,,,,Pb,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp552.html,Aviles,POINT (-72.1416999999999 -47.47499999999991)
e250K.DepositMetalif.17199,2072,,El Cedro,07a Manganeso (Mn+-F),7a,,,,impregnaciones y vetiforme,,,Complejo Eruptivo Oire | Depósitos modernos,pórfiros riodacíticos y granodioritas | conglomerados y arenas,,,,,Mn,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp2072.html,El Cedro,POINT (-66.49999999999994 -24.466699999999946)
e250K.DepositMetalif.21121,24719,,San José de Chañi | Potrerillos,07e Polimetálico complejo (Pb-Ag-Zn-Cu (±Au±Sb±Bi±W),7e,ocurrencia,,,,,,,,,,,,Cu | Pb | Ag,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp24719.html,San José de Chañi ,POINT (-65.82449999999994 -24.19619999999992)
e250K.DepositMetalif.18082,3139,Valle Hermoso,Estrella Baja,07e Polimetálico complejo (Pb-Ag-Zn-Cu (±Au±Sb±Bi±W),7e,desconocida,Pérmico,Triásico,vetas,hematita | limonitas | malaquita | azurita,,Formación Agua Colorada | Formación Río Tendal,,,,,Cu 7.1 % | Ag 390 g/t | Pb 0.74 % | Zn 0.17 %,Cu | Ag | Pb | Zn,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3139.html,Estrella Baja,POINT (-68.32389999999992 -28.148899999999912)
e250K.DepositMetalif.17377,17,,El Porvenir,14c Polimetálicos simples (Pb-Zn-Ag (+-Au-Ba)),14c,,,,vetas,galena | esfalerita | pirita | calcopirita | baritina | anglesita | cerusita | malaquita,,Grupo Mesón/Formación Acoite,cuarcita-arenisca,,,,,Pb | Zn | Cu,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp17.html,El Porvenir,POINT (-65.6210999999999 -24.314599999999928)
e250K.DepositMetalif.17555,197,La Hoyada,Eusebio,07e Polimetálico complejo (Pb-Ag-Zn-Cu (±Au±Sb±Bi±W),7e,,,,vetiforme,galena,,Complejo Volcánico La Hoyada,rocas volcánicas félsicas-intermedias,,,,,Pb,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp197.html,Eusebio,POINT (-66.93329999999992 -26.933299999999917)
e250K.DepositMetalif.18075,3118,Capillitas,"Capillitas (Restauradora, Ortiz, otras)",07e Polimetálico complejo (Pb-Ag-Zn-Cu (±Au±Sb±Bi±W),7e,desconocida,,,vetas | diseminada,pirita | esfalerita | galena | marcasita | calcopirita | tetraedrita-tennantita | enargita | bornita | pirrotina | oro | calcosina | covellina | limonitas | criptomelano | pirolusita | rodocrosita,silicificación | argílica avanzada | argílica intermedia | sericítica | propilítica,Complejo Volcánico | Granito Capillitas,rocas volcánicas félsicas-intermedias,,,"0.4 millones de toneladas métricas, mena, reserva total",Au 2.6 g/t | Ag 108 g/t | Cu 2.3 %,Cu | Au | Pb | Ag | Zn,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3118.html,Capillitas ,POINT (-66.38439999999991 -27.339699999999937)
e250K.DepositMetalif.17294,2167,,Pozo Verde,07a Manganeso (Mn+-F),7a,ocurrencia,,,vetiforme,pirolusita,,Grupo Choiyoi,riolita,,,,,Mn,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp2167.html,Pozo Verde,POINT (-68.47079999999994 -34.71249999999992)
e250K.DepositMetalif.18253,3261,,Cerro Gateado,07e Polimetálico complejo (Pb-Ag-Zn-Cu (±Au±Sb±Bi±W),7e,desconocida,,,vetas,pirita | magnetita | malaquita,,Formación Los Molles,,,,,,Cu,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3261.html,Cerro Gateado,POINT (-70.12499999999994 -34.65829999999994)
e250K.DepositMetalif.17548,190,Los Ratones,Los Ratones,14c Polimetálicos simples (Pb-Zn-Ag (+-Au-Ba)),14c,,,,lenticular,galena | esfalerita,caolinización | silicificación,Formación Suri-Las Planchadas,esquisto,,,,,Pb | Zn,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp190.html,Los Ratones,POINT (-67.5191999999999 -27.697199999999953)
e250K.DepositMetalif.18431,5036,Pancanta,Pancanta,06a Granitoides (W-Mo),6a,pequeño,,,vetiforme,scheelita | wolframita,moscovitización,Grupo Micaesquistos | Granito La Escalerilla,"micaesquistos, filitas | granitos",,,,WO3 1 % (máximo),W,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp5036.html,Pancanta,POINT (-66.14999999999992 -31.999999999999943)
e250K.DepositMetalif.17726,371,Alcaparrosa,Santa Elena,08b VMS Máfico Siliciclástico (tipo Beshi),8b,pequeño,Ordovícico,Ordovícico,vetiforme,galena | sulfosales de plata | esfalerita | pirita | calcopirita,propilítica | pirítica | carbonática | sericita,Formación Alcaparrosa | Formación Alcaparrosa,lutita-arenisca | rocas metamórficas no clasificadas,,,"43500 tonelada métrica, mena, recurso medido, indicado e inferido",Pb 1.84 % | Zn 2.51 % | Ag 83 g/t | Au 4.51 g/t | Cu 0.08 %,Pb | Zn | Ag | Au,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp371.html,Santa Elena,POINT (-69.40059999999994 -31.27499999999992)
e250K.DepositMetalif.20943,24537,El Morado,"Sánchez, Carmen",14f Au en zonas de cizalla (Au-Ag-As-Cu),14f,,,,vetiforme,pirita aurífera | galena | oro nativo | arsenopirita | calcopirita,,,,,,"20000 tonelada métrica, mena, inferida",Au 12.5 g/t | Ag 31.9 g/t,Au,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp24537.html,Sánchez,POINT (-67.5499999999999 -30.999999999999943)
e250K.DepositMetalif.17384,24,Pirquitas,Pircas | los Siete Hermanos,12b Sn,12b,pequeño,,,placeres aluviales,casiterita | oro,,,,,,,Sn 0.268 kg/m3,Sn | Ag,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp24.html,Pircas ,POINT (-66.50189999999992 -22.700899999999933)
e250K.DepositMetalif.19547,11096,,Agua de Ramón,06a Granitoides (W-Mo),6a,pequeño,Devónico,Devónico,bolsones,wolframita | scheelita | cuarzo,silicificación | caolinización,,suite granítica | esquisto | gneis,,,,,W,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp11096.html,Agua de Ramón,POINT (-65.3755999999999 -30.84579999999994)
e250K.DepositMetalif.17733,378,Quebrada Seca,Carta Brava,14c Polimetálicos simples (Pb-Zn-Ag (+-Au-Ba)),14c,,,,vetiforme,galena | esfalerita,,,rocas volcánicas félsicas,,,,,Pb | Zn | Ag,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp378.html,Carta Brava,POINT (-69.7666999999999 -31.39999999999992)
e250K.DepositMetalif.17206,2079,Grupo Ambargasta,Liliana o El Porvenir,07a Manganeso (Mn+-F),7a,ocurrencia,,,vetiforme,psilomelano | ópalo | calcedonia,,Granitoides Ambargasta,granitos,,,,,Mn,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp2079.html,Liliana o El Porvenir,POINT (-63.96249999999992 -29.269199999999955)
e250K.DepositMetalif.19649,11114,,Distrito El Guaico | La Ballena | Buena Ventura | Asunción | Mogote Blanco | Garibaldi | Veta Rica | El Guaico | Rara Fortuna,06j Pb-Zn-Ag-Cu,6j,pequeño,,,vetas y vetillas,"esfalerita | arsenopirita | freibergita | pirargirita | ""limonita"" | pirita | calcopirita",silicificación | sericitización | argilica,Complejo Metamórfico Pichanas,gneis,,,,,Pb | Ag | Zn,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp11114.html,Distrito El Guaico ,POINT (-65.17439999999993 -30.986799999999903)
e250K.DepositMetalif.18944,11040,,Salinas Chicas,"09f Evaporitas Lacustres,Yeso-Halita-Silvita-Boratos-Sulfatos(MgKCaLi)",9f,mediano,Cenozoico,Cenozoico,capas de halita,halita,,,superficial,,,"20 millones de toneladas métricas, salmuera, reservas totales | 20 millones de toneladas métricas, mineral, reservas totales",halita (sa 90 %,sal,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp11040.html,Salinas Chicas,POINT (-62.92739999999992 -38.784899999999936)
e250K.DepositMetalif.18417,5013,Sierra del Morro Oeste,"El Peje, La Escabrosa",08f Volcanogénico (W),8f,desconocida,,,estratoligado,scheelita,,Complejo Metamórfico Conlara,esquisto | rocas calcosilicáticas,,,"17000 tonelada métrica, mineral, indicada+inferida",WO3 1.5 % promedio,W,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp5013.html,El Peje,POINT (-65.54999999999995 -33.133299999999906)
e250K.DepositMetalif.19642,11104,,Distrito Cerro Cacho | Portezuelo del Hoyo,14b Polimetálicos ricos en Se (Se-Cu-Hg),14b,pequeño,,,vetas y vetillas,umangita | clausthalita | naumannita | eukairita,,Formación El Espinal,esquisto,,,,,Se,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp11104.html,Distrito Cerro Cacho ,POINT (-68.6801999999999 -28.974699999999928)
e250K.DepositMetalif.17308,2181,Rahueco,"Don Oscar, Virginia",05d Skarn ferrífero (Fe),5d,ocurrencia,,,irregular,pirita | magnetita | hematita | pirrotina | esfalerita | calcopirita | oro | limonitas | malaquita | azurita | illita,,Grupo Cuyo | Formación Collipilli,"pelitas, calizas, yeso y areniscas | andesitas y andesitas cuarzosas",,,,,Fe,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp2181.html,Don Oscar,POINT (-70.43329999999992 -37.44169999999991)
e250K.DepositMetalif.20936,24530,,Carachi Pampa | Proyecto Salar Escondido,"09f Evaporitas Lacustres,Yeso-Halita-Silvita-Boratos-Sulfatos(MgKCaLi)",9f,,Pleistoceno,Pleistoceno,salmueras,litio | potasio,,Depósitos lacustres evaporíticos,evaporita,,,,,Li,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp24530.html,Carachi Pampa ,POINT (-67.47059999999993 -26.394699999999943)
e250K.DepositMetalif.18424,5020,La Estanzuela,La Estanzuela,08f Volcanogénico (W),8f,desconocido,,,irregular,scheelita,,Complejo Metamórfico Conlara | Complejo Metamórfico Conlara,esquisto micáceo | caliza dolomítica,,,,WO3 0.8 % promedio,W,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp5020.html,La Estanzuela,POINT (-65.08329999999995 -32.84999999999991)
e250K.DepositMetalif.17719,364,Castaño,Staley,14c Polimetálicos simples (Pb-Zn-Ag (+-Au-Ba)),14c,,,,vetiforme,galena | esfalerita | pirita | calcopirita,,Grupo Choiyoi,rocas volcánicas félsicas-intermedias,,,,,Pb | Zn | Ag,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp364.html,Staley,POINT (-69.62639999999993 -30.92219999999992)
e250K.DepositMetalif.18602,5198,Faltriquera,"San Pedro, Faltriquera",06a Granitoides (W-Mo),6a,pequeño,Ordovícico,Ordovícico,vetas,wolframita | magnetita | scheelita | hematita | pirita | arsenopirita,sericitización | cloritización | moscovitización,Formación Negro Peinado,metapelitas,,,,,W-Fe,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp5198.html,San Pedro,POINT (-67.66669999999993 -28.89999999999992)
e250K.DepositMetalif.17897,545,,Cerro Blanco,07e Polimetálico complejo (Pb-Ag-Zn-Cu (±Au±Sb±Bi±W),7e,,Cretácico inferior,Jurásico medio,vetifome,galena | esfalerita | pirrotina,silicificación | argilica | sericita | propilítica,Formación Lago La Plata,rocas volcánicas félsicas-intermedias,,,,,Pb | Zn | Ag,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp545.html,Cerro Blanco,POINT (-71.46389999999991 -45.03329999999994)
e250K.DepositMetalif.21114,24712,,"11 de octubre, Honduras, Pantanillo | Zapla",09e Formación Ferrífera Fe(P),9e,,,,horizontes ferríferos,hematita | goethita | limonita | chamosita | glauconita | siderita | pirita,,,arenisca-limolita,,,,,Fe,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp24712.html,11 de octubre,POINT (-65.08829999999995 -24.24039999999991)
e250K.DepositMetalif.18595,5191,Mazán,"Yanacota, Alborada",05f Greisen (Sn-W),5f,ocurrencia,Carbonífero,Carbonífero,vetas de cuarzo,wolframita | casiterita | pirita | scheelita,greisenización,Granito Mazán,suite granítica,,,,,W,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp5191.html,Yanacota,POINT (-66.5621999999999 -28.636899999999912)
e250K.DepositMetalif.18068,3109,,Tres Morritos,09a Cu sedimentario (Cu-Ag),9a,desconocida,,,estratiforme,malaquita | minerales oxidados de hierro,,Grupo Payogastilla,,,,,,Cu,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3109.html,Tres Morritos,POINT (-65.7666999999999 -26.199999999999932)
e250K.DepositMetalif.18246,3254,,Arroyo del Lagarto Dormido,07e Polimetálico complejo (Pb-Ag-Zn-Cu (±Au±Sb±Bi±W),7e,desconocida,,,cuerpo de falla,malaquita | azurita | limonitas,turmalinización,Grupo Choiyoi,,,,,,Cu,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3254.html,Arroyo del Lagarto Dormido,POINT (-69.18329999999992 -32.966699999999946)
e250K.DepositMetalif.18526,5068,Paso del Rey (grupo Santo Domingo),"Lincoln, San José, La Delicia ",08f Volcanogénico (W),8f,ocurrencia,,,diseminada | guías,scheelita | oro,,Formación San Luis,metavolcanitas,,,,,W - Sb,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp5068.html,Lincoln,POINT (-65.91669999999993 -32.94999999999993)
e250K.DepositMetalif.17821,515,Gonzalito,Vicentito,14c Polimetálicos simples (Pb-Zn-Ag (+-Au-Ba)),14c,,,,vetiforme,galena argentífera | esfalerita | arsenopirita | calcopirita | cerusita | anglesita | óxidos de manganeso,,Complejo Mina Gonzalito,esquisto,,,"23000 tonelada métrica, mineral, indicada",Pb 23.4 % | Ag 450 g/t,Pb | Zn | Ag | As | V,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp515.html,Vicentito,POINT (-65.6563999999999 -41.320599999999956)
e250K.DepositMetalif.17999,3410,Cordillera de Santa Cruz,Sepúlveda,07e Polimetálico complejo (Pb-Ag-Zn-Cu (±Au±Sb±Bi±W),7e,desconocida,Mioceno,Mioceno,vetas,esfalerita | galena | pirita | pirrotina | tetraedrita | boulangerita | bournonita,silicificación,Formación Río Lácteo,,,,,,Pb | Zn | Cu,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3410.html,Sepúlveda,POINT (-72.96669999999995 -48.99999999999994)
e250K.DepositMetalif.21216,24814,,Iral,07b Au baja sulfuración (Adularia) (Au-Ag),7b,ocurrencia,,,Niveles,psilomelano | criptomelano,,,rocas volcánicas félsicas,,,,,Mn,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp24814.html,Iral,POINT (-66.01889999999992 -22.806499999999915)
e250K.DepositMetalif.17472,107,Luracatao,San Antonio,14c Polimetálicos simples (Pb-Zn-Ag (+-Au-Ba)),14c,,,,vetiforme,galena,,Complejo Eruptivo Oire,granitoides no clasificados,,,,,Pb | Ag,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp107.html,San Antonio,POINT (-66.40269999999992 -25.25239999999991)
e250K.DepositMetalif.17992,3403,Cordillera de Santa Cruz,Promisoria,07e Polimetálico complejo (Pb-Ag-Zn-Cu (±Au±Sb±Bi±W),7e,desconocida,Mioceno,Mioceno,vetas,galena | esfalerita | calcopirita | oro,silicificación | sericítica,Formación Río Lácteo,metamorfitas | rocas volcánicas félsicas-intermedias,,,,,Pb | Zn | Cu | Au,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3403.html,Promisoria,POINT (-72.19999999999993 -47.416699999999935)
e250K.DepositMetalif.21209,24807,,Quebrada de Puca,12a Au,12a,desconocida,Plioceno,Holoceno,placeres aluviales,oro,,,arena-grava,,,,,Au,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp24807.html,Quebrada de Puca,POINT (-66.58129999999994 -22.480399999999918)
e250K.DepositMetalif.18170,3097,Nevados de Palermo,Cerro Gordo | Área de Reserva Nº 20. Pastos Grandes,14g Chimeneas de brecha (Bi-Cu-Au),14g,desconocida,,,brecha tectónica | diseminada,pirita | calcosina | covellina | oro | calcopirita | marcasita,silicificación | argílica | sericítica | alunita  | epidotitización,Formación Puncoviscana,,,,,,Au | Cu,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3097.html,Cerro Gordo ,POINT (-66.4371999999999 -24.71679999999992)
e250K.DepositMetalif.18348,3371,Lago Futalaufquen,Cerro Riscoso,07e Polimetálico complejo (Pb-Ag-Zn-Cu (±Au±Sb±Bi±W),7e,desconocida,Terciario,Terciario,diseminada | vetas | relleno de brechas,pirita | calcopirita | galena | esfalerita | calcosina | malaquita | crisocola,silicificación | argílica | propilítica | cuarzo-sericítica,Formación Ventana | Batolito Patagónico Cordillerano,rocas volcánicas intermedias | suite granodiorítica-tonalítica,,,,,Cu | Pb | Zn,https://sigam.segemar.gov.ar/segedoc/res/img/sigam_yacimientos/dp3371.html,Cerro Riscoso,POINT (-71.68279999999993 -42.730599999999924)
